"","CNT","Gender","Mothereduc","HmwPC","Books","Cars","IMM","LEARNMINWEEK","ESCS","EMOSUPS","PV10MATH","PV10SCIE"
"29201","ESP",1,1,1,1,3,1,1920,7.3654,4.4814,601.979,705.476
"29202","ESP",1,1,1,0,2,1,2310,6.9673,3.6595,563.571,561.478
"29203","ESP",1,3,0,1,3,0,2200,4.1674,2.7892,442.158,520.913
"29204","ESP",0,3,0,1,3,1,900,3.8797,2.7892,467.153,385.832
"29205","ESP",0,3,1,1,2,1,1650,5.588,2.7768,536.967,538.609
"29206","ESP",1,2,1,1,4,1,960,7.5973,4.4814,478.043,380.947
"29207","ESP",0,1,1,1,2,1,1600,6.1596,2.7892,536.418,543.736
"29208","ESP",1,1,1,1,2,1,1860,5.9731,4.4814,506.756,536.666
"29209","ESP",1,1,1,1,2,1,2695,7.0383,3.6595,499.819,564.223
"29210","ESP",0,1,1,1,3,1,1705,7.0643,3.6637,466.963,549.9
"29211","ESP",0,1,1,1,3,1,1760,6.9691,4.4814,530.787,523.943
"29212","ESP",1,3,1,1,3,0,1800,5.5462,4.4814,547.418,526.395
"29213","ESP",1,3,1,1,3,1,2600,4.4325,4.4814,459.454,529.099
"29214","ESP",1,1,1,1,3,1,1800,7.2818,4.4814,606.259,609.469
"29215","ESP",1,4,1,1,4,1,550,6.3854,2.0529,491.781,562.207
"29216","ESP",1,4,1,1,3,1,1650,5.3118,2.7892,524.668,510.769
"29217","ESP",1,4,1,1,4,1,1600,4.5979,2.3811,554.807,507.444
"29218","ESP",0,1,1,1,2,1,1650,6.6418,2.7892,571.501,617.331
"29219","ESP",0,1,1,1,2,1,1650,5.7531,2.7892,638.073,608.969
"29220","ESP",0,1,1,1,2,1,1650,5.4542,4.4814,494.513,501.679
"29221","ESP",1,1,1,1,3,1,1650,6.9526,2.7892,533.62,496.967
"29222","ESP",0,1,1,0,2,1,1800,6.1099,2.0529,521.904,474.145
"29223","ESP",1,3,1,1,2,1,660,6.7116,2.3777,347.419,439.976
"29224","ESP",0,1,1,1,3,1,1760,7.0823,2.7892,623.246,562.363
"29225","ESP",0,1,1,0,3,1,1920,7.2069,4.0832,439.506,569.325
"29226","ESP",1,1,1,1,4,1,1500,5.5747,2.7892,345.2,333.527
"29227","ESP",1,1,1,1,2,1,1650,5.9264,4.4814,581.787,596.069
"29228","ESP",0,3,1,0,2,1,1250,4.2539,2.7892,464.767,375.754
"29229","ESP",0,1,1,0,4,1,2700,6.9301,4.4814,454.36,395.71
"29230","ESP",1,1,1,1,3,1,2520,7.2274,2.3811,552.693,654.779
"29231","ESP",0,3,1,1,2,1,1500,4.0551,2.7892,375.282,363.367
"29232","ESP",0,2,1,1,3,1,1320,6.243,3.6595,575.06,516.006
"29233","ESP",1,1,1,1,2,1,1500,6.2371,3.6637,660.688,557.999
"29234","ESP",0,1,1,1,4,1,1500,6.3236,3.6595,392.556,333.273
"29235","ESP",0,3,1,0,3,1,1485,4.2686,2.7892,611.273,605.732
"29236","ESP",1,3,0,1,1,1,1800,4.4896,2.7892,583.112,578.876
"29237","ESP",1,1,1,0,3,1,1650,5.5422,4.4814,397.168,450.777
"29238","ESP",0,1,1,1,2,0,1375,5.5013,3.4692,543.338,565.841
"29239","ESP",1,1,1,1,2,1,1800,6.1466,4.4814,541.857,575.548
"29240","ESP",0,2,1,1,2,0,1500,5.0101,4.0832,364.641,443.402
"29241","ESP",0,4,1,0,2,1,2310,4.136,2.7892,485.602,477.986
"29242","ESP",0,1,1,1,1,1,1650,5.7631,2.7892,476.282,527.703
"29243","ESP",1,3,1,0,3,1,2420,4.113,2.0554,304.1,360.294
"29244","ESP",0,1,1,1,3,1,1400,7.5996,4.4814,557.554,539.6
"29245","ESP",1,2,1,1,4,0,1200,6.3136,2.0529,475.816,528.366
"29246","ESP",0,1,1,1,4,0,1750,6.2966,4.4814,552.549,539.65
"29247","ESP",0,3,1,1,3,1,2420,4.013,1.4781,610.961,560.734
"29248","ESP",1,1,1,1,3,1,1600,7.5441,2.7892,583.514,552.55
"29249","ESP",0,1,1,1,2,1,1900,6.3022,2.7892,561.575,536.062
"29250","ESP",1,1,1,1,4,1,2160,5.2918,4.4814,322.445,395.51
"29251","ESP",1,2,1,1,2,1,2310,6.6785,2.0554,552.546,572.706
"29252","ESP",1,1,1,0,4,1,1265,6.869,3.6595,650.478,549.298
"29253","ESP",0,2,1,1,4,1,1800,5.4698,2.2599,572.04,620.075
"29254","ESP",1,1,1,0,2,1,1815,6.3149,4.0832,518.632,581.885
"29255","ESP",1,1,1,1,2,1,1440,6.4906,3.6637,555.376,511.199
"29256","ESP",0,2,1,1,4,1,600,6.3583,2.7768,319.784,345.967
"29257","ESP",1,1,1,0,4,1,1530,6.2229,2.7892,483.323,491.406
"29258","ESP",1,1,1,1,2,1,1760,5.3229,1.8644,538.938,483.402
"29259","ESP",0,4,1,1,3,1,1500,4.2647,4.4814,451.903,403.535
"29260","ESP",1,2,1,1,3,1,2200,6.9541,2.7892,504.9,390.075
"29261","ESP",0,5,1,0,4,1,1650,3.7855,1.9542,464.5,499.135
"29262","ESP",1,2,1,1,2,1,1430,7.2742,4.4814,601.924,539.078
"29263","ESP",1,2,1,0,1,1,550,4.805,2.7892,508.206,527.811
"29264","ESP",1,3,1,1,3,1,1800,5.6504,2.0554,369.264,350.587
"29265","ESP",1,1,1,1,3,1,1650,6.8421,2.0554,527.506,571.672
"29266","ESP",1,3,1,0,2,1,1650,4.9971,2.7892,595.504,589.574
"29267","ESP",0,1,1,1,3,0,650,6.3047,4.4814,507.867,444.692
"29268","ESP",0,2,1,1,2,1,1650,6.4803,2.0579,517.61,505.006
"29269","ESP",0,1,1,1,3,1,2695,7.7147,4.4814,563.616,542.882
"29270","ESP",1,1,1,1,3,1,2035,6.0101,2.5301,532.401,547.419
"29271","ESP",1,1,1,1,3,1,1600,6.016,4.4814,525.313,504.482
"29272","ESP",1,1,1,1,2,1,2200,6.8031,4.4814,421.262,462.821
"29273","ESP",0,1,1,1,2,1,1800,7.3453,4.4814,504.285,504.78
"29274","ESP",1,1,1,1,3,1,1860,6.2959,2.7892,525.336,551.792
"29275","ESP",0,1,1,1,3,1,1705,6.9427,2.7892,599.127,512.306
"29276","ESP",0,2,1,1,3,1,1500,5.3133,4.0832,305.048,261.672
"29277","ESP",0,1,1,0,3,0,2100,6.9849,2.7892,414.853,498.37
"29278","ESP",1,1,1,0,4,1,1485,5.7272,2.7892,469.96,481.702
"29279","ESP",1,2,0,1,2,1,1650,5.2933,2.2621,461.132,484.571
"29280","ESP",1,1,1,1,2,1,1760,6.934,2.0554,474.775,509.955
"29281","ESP",0,3,1,0,1,1,2035,4.5031,2.7892,557.686,444.452
"29282","ESP",1,3,1,1,4,1,1375,4.4464,4.4814,517.927,525.225
"29283","ESP",0,4,1,1,2,1,1500,4.4131,2.0554,647.88,648.9
"29284","ESP",1,1,1,1,3,1,1595,6.4311,4.4814,614.873,675.162
"29285","ESP",0,2,1,1,2,1,1500,5.975,1.3649,564.289,636.807
"29286","ESP",0,1,1,1,3,1,1650,7.604,3.9497,631.025,618.329
"29287","ESP",0,2,1,0,3,1,1980,5.3432,4.4814,623.184,579.524
"29288","ESP",1,4,1,0,2,1,1650,5.5071,2.7892,446.544,448.007
"29289","ESP",1,4,1,1,3,1,2450,5.0529,4.4814,577.407,612.059
"29290","ESP",0,3,1,1,4,1,1800,6.374,4.4814,588.486,518.915
"29291","ESP",1,1,1,1,3,1,2695,7.0459,4.4814,494.82,508.566
"29292","ESP",1,1,1,1,4,1,1815,6.3791,4.4814,622.824,646.463
"29293","ESP",0,1,1,1,2,1,1705,6.1195,2.7892,650.332,671.026
"29294","ESP",1,1,0,1,3,1,2520,5.9878,2.2621,549.309,438.895
"29295","ESP",1,5,0,1,1,1,1650,3.2504,1,423.117,473.903
"29296","ESP",0,3,1,1,4,1,1980,5.8672,3.6637,584.001,530.558
"29297","ESP",1,1,1,1,3,1,1650,7.6613,4.4814,458.867,469.429
"29298","ESP",1,1,1,1,2,1,1650,6.7699,4.4814,541.908,493.543
"29299","ESP",0,2,1,1,3,1,1650,5.9394,2.3811,546.802,727.055
"29300","ESP",1,1,1,1,2,0,1500,5.0195,3.809,476.11,525.072
"29301","ESP",0,3,1,1,3,1,1760,5.6861,3.6637,433.468,484.916
"29302","ESP",1,1,1,1,4,1,1500,7.1251,2.7892,672.822,583.231
"29303","ESP",0,1,1,1,3,1,2400,7.1291,3.9497,531.607,456.911
"29304","ESP",1,4,1,1,3,1,1925,4.4626,4.4814,496.603,472.694
"29305","ESP",1,3,1,0,2,1,1650,5.996,2.7892,363.36,359.618
"29306","ESP",1,1,1,1,3,1,1500,6.7926,4.4814,506.15,541.601
"29307","ESP",0,3,1,1,1,1,1500,4.2998,2.3811,380.258,415.215
"29308","ESP",1,1,1,1,3,1,1500,6.6559,2.1495,503.811,415.555
"29309","ESP",0,2,1,1,3,1,2100,6.7094,4.4814,551.58,563.549
"29310","ESP",1,1,1,1,3,1,1760,6.6624,4.4814,499.502,485.434
"29311","ESP",0,5,1,0,3,1,1950,3.9732,1.7693,356.894,388.264
"29312","ESP",0,1,1,1,4,1,1500,6.7963,3.6637,627.229,614.306
"29313","ESP",0,1,1,1,3,1,1485,6.9198,4.4814,529.806,523.3
"29314","ESP",0,2,1,0,2,1,2640,5.2931,3.9497,457.474,559.754
"29315","ESP",1,2,1,1,4,1,1650,7.1267,4.4814,527.005,505.035
"29316","ESP",0,3,1,0,3,1,1980,4.7005,2.7892,542.544,538.872
"29317","ESP",0,3,1,1,3,1,1050,4.5051,3.4649,500.89,527.526
"29318","ESP",1,1,1,1,3,1,1800,7.4073,2.7892,544.302,504.786
"29319","ESP",1,3,1,1,3,0,1500,5.4797,4.4814,403.319,404.962
"29320","ESP",0,1,1,1,3,1,1920,7.0595,4.4814,677.884,732.476
"29321","ESP",0,2,0,1,3,1,1925,5.5263,2.7892,471.095,515.079
"29322","ESP",0,1,1,1,2,1,1550,5.5825,2.7892,505.194,587.96
"29323","ESP",1,1,1,1,3,1,1500,6.8054,4.4814,513.782,514.489
"29324","ESP",0,3,1,0,2,1,2200,5.4803,2.0504,369.25,397.623
"29325","ESP",0,1,1,1,3,1,1815,7.6053,2.7892,561.998,624.133
"29326","ESP",1,1,1,1,2,1,1650,6.8302,4.4814,558.155,573.099
"29327","ESP",1,4,1,1,3,1,1045,4.6157,4.4814,386.331,363.785
"29328","ESP",0,1,1,1,2,1,1705,6.9531,2.7892,469.256,396.293
"29329","ESP",1,1,1,1,3,1,1600,7.5624,4.4814,591.877,572.192
"29330","ESP",0,1,1,1,3,1,1650,7.4701,3.6595,476.09,411.726
"29331","ESP",0,3,1,0,3,1,1350,4.3824,2.7892,626.165,513.229
"29332","ESP",1,3,1,1,4,0,1500,4.5717,4.087,550.875,611.204
"29333","ESP",0,3,0,1,2,1,2400,3.9777,2.7892,505.986,529.994
"29334","ESP",1,2,1,1,4,1,2200,5.6729,4.4814,568.798,596.327
"29335","ESP",0,1,1,0,3,1,1650,6.3603,2.2621,549.98,544.796
"29336","ESP",1,1,1,1,3,1,1550,5.6664,2.7892,592.408,534.328
"29337","ESP",1,2,1,0,2,1,1210,6.029,4.4814,347.004,424.535
"29338","ESP",1,1,1,1,2,1,1100,6.9698,2.8029,522.877,543.54
"29339","ESP",1,1,1,0,3,1,900,7.162,4.4814,408.271,464.903
"29340","ESP",0,2,1,1,2,1,1870,7.0966,4.4814,549.087,544.428
"29341","ESP",0,3,1,1,3,1,1760,4.139,3.6637,407.652,440.892
"29342","ESP",1,4,1,1,3,1,1760,6.3587,4.4814,421.374,527.83
"29343","ESP",1,1,1,1,3,1,1750,6.9302,4.0832,623.459,616.26
"29344","ESP",0,1,1,1,2,1,1500,6.639,3.6595,628.354,571.007
"29345","ESP",0,2,1,1,4,1,2805,6.6447,2.7892,471.602,392.973
"29346","ESP",1,2,1,1,4,1,1500,7.2665,4.4814,450.004,499.003
"29347","ESP",1,2,1,1,2,1,1500,6.7181,3.9497,573.039,544.622
"29348","ESP",1,3,1,0,3,1,2255,4.7603,3.6595,432.85,405.515
"29349","ESP",1,1,1,1,2,1,2400,7.2012,2.5346,616.559,555.075
"29350","ESP",1,2,1,0,3,1,1705,6.3354,4.4814,518.577,456.059
"29351","ESP",1,1,1,0,4,1,1800,6.7794,4.4814,545.44,524.243
"29352","ESP",1,1,1,1,3,1,1860,7.8169,4.4814,488.948,522.591
"29353","ESP",0,1,1,1,4,0,1500,6.7471,2.7892,429.547,387.336
"29354","ESP",0,1,1,1,3,1,1485,7.213,1.6772,529.516,522.261
"29355","ESP",1,1,1,1,2,1,1650,5.9929,1,415.405,456.375
"29356","ESP",1,3,1,0,1,1,1650,4.3212,3.6637,516.925,564.831
"29357","ESP",1,3,1,1,2,0,1925,4.3347,2.7892,286.31,251.708
"29358","ESP",1,1,1,1,3,1,605,4.9711,1.7693,475.914,566.707
"29359","ESP",1,1,1,1,3,1,1650,5.1464,4.4814,447.076,400.425
"29360","ESP",1,1,1,1,4,1,2200,6.6132,4.4814,429.841,516.51
"29361","ESP",1,3,1,1,4,1,1650,6.1105,4.4814,451.292,479.433
"29362","ESP",1,1,1,1,3,1,1600,7.0969,1.9566,533.786,527.983
"29363","ESP",0,2,1,1,3,1,1800,5.6785,4.4814,444.412,395.272
"29364","ESP",0,1,1,1,1,0,1650,4.7673,2.7892,485.21,523.569
"29365","ESP",0,3,1,1,4,1,1650,4.883,2.7892,509.859,423.647
"29366","ESP",0,1,1,1,3,1,1650,6.9047,1,487.351,545.226
"29367","ESP",0,1,1,1,3,1,1320,6.9769,4.4814,576.872,527.133
"29368","ESP",1,1,1,1,3,1,2600,7.529,4.4814,652.121,557.933
"29369","ESP",0,1,1,1,3,1,1705,6.7537,3.809,584.646,643.26
"29370","ESP",0,1,1,1,3,1,1650,6.3289,3.6637,553.747,574.085
"29371","ESP",0,1,1,1,3,1,2035,6.1985,4.4814,501.253,472.622
"29372","ESP",1,2,1,1,3,1,1700,5.9777,2.7892,530.149,479.167
"29373","ESP",0,1,1,1,2,1,1920,4.8382,2.7892,313.799,290.983
"29374","ESP",1,2,1,0,2,1,1650,5.7781,4.4814,448.556,524.123
"29375","ESP",1,1,1,0,2,1,1500,7.1015,4.0832,562.14,556.13
"29376","ESP",1,1,1,1,3,1,1760,7.648,3.6595,621.044,584.121
"29377","ESP",0,1,1,1,4,1,1760,7.7263,3.9497,563.63,491.462
"29378","ESP",0,1,1,0,3,1,2750,4.8622,4.4814,419.169,430.364
"29379","ESP",0,1,1,1,3,1,1705,7.6043,4.4814,543.361,544.968
"29380","ESP",0,1,1,0,2,0,1750,5.5791,2.7892,540.495,560.962
"29381","ESP",1,1,1,1,4,1,3000,6.8705,4.4814,668.072,678.27
"29382","ESP",0,1,1,1,3,1,1980,6.3861,4.4814,481.646,390.345
"29383","ESP",0,3,1,0,3,1,1650,4.4194,2.7892,516.967,411.296
"29384","ESP",0,1,1,0,3,1,1705,6.8914,4.4814,464.396,419.603
"29385","ESP",0,1,1,1,3,1,1925,6.7869,2.7892,543.294,486.197
"29386","ESP",0,1,1,0,4,1,1650,5.869,2.7892,538.445,484.8
"29387","ESP",1,1,1,1,2,1,2310,7.2047,4.4814,509.318,378.643
"29388","ESP",0,1,1,1,4,1,1815,8.292,2.2651,466.936,607.689
"29389","ESP",0,3,1,1,3,0,1650,6.1892,4.4814,499.111,454.239
"29390","ESP",0,3,1,1,3,1,1650,5.1477,2.7892,551.213,546.053
"29391","ESP",0,3,1,0,2,1,1800,4.6311,2.7892,468.836,481.996
"29392","ESP",0,1,1,1,2,1,1800,5.7065,2.7892,496.799,535.855
"29393","ESP",1,1,1,1,4,1,1760,7.5706,3.809,646.061,611.571
"29394","ESP",1,1,1,0,2,1,1650,5.3943,4.4814,597.629,605.129
"29395","ESP",1,3,1,0,2,1,1650,4.0361,3.6637,317.129,474.115
"29396","ESP",1,3,1,1,2,1,1800,5.0764,4.087,374.954,349.247
"29397","ESP",1,1,1,1,3,1,1800,7.058,4.087,519.444,472.964
"29398","ESP",0,2,1,1,3,1,1705,7.1547,4.4814,631.037,603.142
"29399","ESP",1,3,1,0,4,1,1650,5.5184,4.4814,551.693,530.931
"29400","ESP",1,2,1,1,4,1,1760,5.7219,2.7892,429.43,434.548
"29401","ESP",0,3,1,1,3,1,1500,5.3986,2.3811,446.315,450.829
"29402","ESP",1,1,1,1,3,1,1925,7.2712,4.4814,571.901,560.58
"29403","ESP",1,2,1,1,4,1,1800,5.4675,4.087,550.551,580.186
"29404","ESP",0,1,1,1,4,1,1650,6.39,4.4814,499.25,491.023
"29405","ESP",1,1,1,1,3,1,1080,6.6941,4.4814,528.593,467.118
"29406","ESP",1,1,1,1,3,1,1575,7.2278,3.6637,604.611,511.033
"29407","ESP",1,2,1,1,3,1,1650,5.7659,4.4814,591.197,588.273
"29408","ESP",1,1,1,1,3,1,1550,7.1369,4.4814,587.883,554.801
"29409","ESP",1,3,1,1,3,1,1500,7.6131,3.809,529.4,476.176
"29410","ESP",0,1,0,1,4,1,1800,6.6796,4.0832,370.697,455.054
"29411","ESP",1,2,1,1,3,1,1650,5.5664,4.4814,464.612,435.681
"29412","ESP",1,3,1,1,2,1,1500,4.3063,2.7892,574.423,418.27
"29413","ESP",1,3,1,1,3,1,1500,5.9958,2.7892,499.188,480.732
"29414","ESP",1,1,1,1,2,1,1800,5.2116,2.1495,499.829,374.817
"29415","ESP",1,3,1,1,2,1,1925,5.7711,4.4814,567.803,546.729
"29416","ESP",0,1,1,1,3,1,1600,7.1316,4.4814,621.127,626.458
"29417","ESP",1,1,1,1,4,1,1200,5.1935,4.087,568.486,528.517
"29418","ESP",1,1,1,1,2,1,1575,7.2984,4.4814,558.597,521.33
"29419","ESP",0,3,1,0,3,1,1500,4.5547,4.4814,487.145,453.287
"29420","ESP",0,1,1,0,3,1,2200,6.0112,1.5844,300.074,405.924
"29421","ESP",1,2,1,0,3,1,2585,5.5376,2.0554,415.295,436.803
"29422","ESP",0,1,1,1,3,1,1200,6.9871,4.4814,464.061,485.22
"29423","ESP",0,3,1,1,4,1,1800,5.8133,4.4814,373.617,399.122
"29424","ESP",0,1,1,1,3,1,1600,6.7455,4.4814,586.461,599.132
"29425","ESP",0,5,0,0,3,1,1650,3.0592,1,440.03,431.433
"29426","ESP",0,1,1,0,3,1,1760,7.0581,2.7892,712.492,588.124
"29427","ESP",1,4,1,1,3,1,1170,3.8802,4.4814,532.851,470.362
"29428","ESP",1,2,1,0,3,1,1650,7.3693,2.7892,633.173,575.117
"29429","ESP",0,3,1,1,3,1,1550,4.3928,3.9497,645.224,648.136
"29430","ESP",1,1,1,1,3,1,1500,7.4385,4.4814,528.961,494.482
"29431","ESP",0,1,1,1,3,1,1650,6.533,2.8029,635.573,666.721
"29432","ESP",1,1,0,0,2,1,1500,6.6248,3.9497,551.507,577.176
"29433","ESP",1,1,1,1,3,1,1500,6.2937,4.087,624.603,724.672
"29434","ESP",1,1,1,1,3,1,1980,7.523,4.4814,602.96,630.5
"29435","ESP",1,2,1,0,2,1,1800,6.0856,4.4814,558.874,546.257
"29436","ESP",1,1,1,1,3,1,1500,7.0507,4.4814,570.218,586.484
"29437","ESP",1,1,1,1,3,1,1650,7.4713,4.4814,634.811,606.546
"29438","ESP",1,3,1,1,2,1,1650,5.4321,3.6637,444.03,417.032
"29439","ESP",1,1,1,1,3,1,1760,7.1906,4.4814,472.313,467.413
"29440","ESP",0,1,1,1,2,1,1500,6.0565,4.4814,568.327,564.276
"29441","ESP",1,1,1,1,3,1,1760,7.5994,4.4814,533.799,526.692
"29442","ESP",1,1,1,1,3,1,1375,7.2061,2.7892,469.778,616.768
"29443","ESP",1,3,1,1,3,1,1650,6.5515,4.4814,403.526,383.406
"29444","ESP",1,3,0,1,2,1,1600,4.9185,1.7693,418.68,460.413
"29445","ESP",0,1,1,1,2,1,1705,7.0746,4.4814,544.905,545.794
"29446","ESP",0,1,1,1,2,1,1500,6.0496,2.7892,467.176,512.641
"29447","ESP",1,1,1,1,4,1,1650,7.0203,1.8621,540.921,519.291
"29448","ESP",0,4,1,1,3,1,1750,6.8798,4.4814,698.877,688.923
"29449","ESP",1,1,1,0,4,1,1600,6.7231,4.4814,582.156,576.831
"29450","ESP",0,1,1,1,4,0,1800,6.3166,2.7892,445.028,446.383
"29451","ESP",1,4,1,1,4,1,1890,4.2662,2.0529,364.026,412.159
"29452","ESP",0,3,0,1,2,1,1650,4.7522,3.6595,421.366,468.514
"29453","ESP",0,1,1,1,3,1,1815,6.5374,3.6595,477.003,482.701
"29454","ESP",0,1,1,1,2,1,1800,6.6706,4.087,626.19,589.37
"29455","ESP",0,1,1,1,3,1,1650,6.5586,4.4814,536.334,571.745
"29456","ESP",1,1,1,1,2,1,1500,5.0865,2.3777,387.858,484.342
"29457","ESP",0,3,1,1,2,1,1500,5.1363,4.4814,356.662,415.246
"29458","ESP",1,1,1,1,3,1,1920,7.2078,4.4814,393.831,524.695
"29459","ESP",1,3,1,1,2,1,1650,5.6883,2.7892,416.771,471.182
"29460","ESP",0,3,1,1,3,1,1800,4.6843,3.9497,468.931,487.67
"29461","ESP",1,1,1,1,3,1,1800,5.5339,4.4814,532.441,567.405
"29462","ESP",1,1,0,0,3,1,1890,5.2523,2.7892,550.605,479.729
"29463","ESP",0,1,1,1,4,1,1350,6.3763,4.4814,494.585,439.428
"29464","ESP",1,3,1,1,2,1,1650,4.4445,2.7892,503.164,474.082
"29465","ESP",1,2,1,1,3,1,1705,6.5513,4.4814,480.155,498.183
"29466","ESP",0,1,1,0,2,1,1705,6.5295,4.4814,653.061,549.949
"29467","ESP",1,3,1,0,2,0,660,5.2052,3.809,495.705,527.833
"29468","ESP",0,1,1,1,2,1,1650,7.294,2.3777,549.846,582.502
"29469","ESP",1,1,1,1,2,1,1920,6.6681,4.4814,649.737,693.527
"29470","ESP",0,4,1,1,4,1,1750,5.896,3.4584,582.296,515.399
"29471","ESP",1,1,1,1,2,1,2000,5.5638,4.4814,426.659,518.805
"29472","ESP",0,3,1,0,3,1,2000,4.2094,4.4814,549.775,538.095
"29473","ESP",1,2,1,0,3,1,1800,6.6562,4.4814,445.304,490.015
"29474","ESP",0,1,1,0,2,1,1650,6.6412,2.7892,533.914,502.354
"29475","ESP",0,1,1,1,3,1,1920,6.7892,2.3811,561.972,651.795
"29476","ESP",0,1,1,1,3,1,1650,7.3045,3.6637,571.48,546.087
"29477","ESP",0,1,1,1,4,1,2585,6.8292,2.7892,433.439,472.06
"29478","ESP",0,2,1,0,3,1,2310,5.8556,4.4814,325.534,372.342
"29479","ESP",1,1,1,1,3,1,1980,6.9454,4.087,494.032,524.11
"29480","ESP",1,3,1,1,3,1,1650,5.6403,4.0832,445.978,436.715
"29481","ESP",1,1,1,1,3,1,1760,6.7967,3.6637,628.563,576.185
"29482","ESP",0,2,1,0,2,1,1650,6.5765,2.7892,442.446,427.784
"29483","ESP",0,1,1,1,3,0,1980,5.9588,3.6637,609.907,586.845
"29484","ESP",1,3,1,1,1,1,870,5.61,2.7892,360.6,336.716
"29485","ESP",0,1,1,1,3,1,1650,8.4112,4.4814,691.842,631.761
"29486","ESP",0,1,1,1,4,1,1650,7.644,2.7892,549.551,554.84
"29487","ESP",0,1,1,0,3,1,1650,6.7606,4.4814,657.793,551.037
"29488","ESP",1,1,1,1,4,1,1800,5.629,4.4814,519.567,411.331
"29489","ESP",1,2,1,0,4,1,2310,6.2579,3.6637,579.445,602.359
"29490","ESP",0,1,0,0,2,1,2310,6.2097,4.4814,539.24,557.39
"29491","ESP",1,2,1,0,2,1,1200,5.9798,2.8029,571.691,591.293
"29492","ESP",0,4,1,1,4,1,1650,4.3932,4.4814,521.261,510.535
"29493","ESP",1,1,1,1,2,0,1400,7.1167,2.7892,474.218,467.858
"29494","ESP",1,1,1,1,4,0,1900,7.3018,4.4814,554.245,505.248
"29495","ESP",0,1,1,1,2,1,1540,6.9444,3.6595,621.869,686.06
"29496","ESP",1,1,1,1,3,1,2750,5.8693,2.0554,432.314,583.482
"29497","ESP",0,1,1,1,2,1,1650,5.9943,4.4814,491.16,541.765
"29498","ESP",0,3,1,1,3,1,1600,4.6274,4.4814,624.874,694.214
"29499","ESP",0,1,1,1,2,1,1750,6.3566,2.7892,461.401,473.771
"29500","ESP",0,4,1,0,4,1,1650,5.1236,2.2599,511.461,503.95
"29501","ESP",0,1,1,0,3,1,1650,6.2055,4.4814,397.911,382.571
"29502","ESP",1,1,1,1,3,1,1925,7.1599,3.9497,542.155,531.469
"29503","ESP",1,1,1,0,4,1,2400,5.8108,4.4814,322.89,445.789
"29504","ESP",0,1,0,1,3,1,1750,6.4622,2.3777,542.008,505.667
"29505","ESP",1,2,1,1,3,1,2310,6.7492,4.4814,473.671,468.903
"29506","ESP",0,1,1,1,4,1,1500,8.8695,1,761.569,599.407
"29507","ESP",1,1,1,1,4,1,750,7.3116,1.8644,494.311,637.71
"29508","ESP",1,3,1,1,3,1,1500,6.6322,1.8644,512.364,499.22
"29509","ESP",1,2,1,1,3,1,1200,7.1969,2.7892,574.43,519.943
"29510","ESP",1,1,1,0,2,1,1705,4.6899,3.6595,529.493,504.741
"29511","ESP",0,1,1,1,2,1,2160,6.1114,2.7892,588.751,475.197
"29512","ESP",1,3,1,1,2,1,1300,4.7705,4.4814,455.485,480.139
"29513","ESP",1,3,1,1,3,1,1650,4.8589,4.4814,536.447,599.482
"29514","ESP",1,1,1,1,2,1,1650,6.7062,2.3811,558.897,579.201
"29515","ESP",1,3,1,1,3,1,1650,6.0528,4.4814,383.751,403.613
"29516","ESP",0,1,1,1,3,1,1500,5.0125,4.4814,558.829,564.04
"29517","ESP",1,3,1,0,2,1,2035,4.8992,4.4814,489.744,420.005
"29518","ESP",0,1,1,1,2,1,2200,7.0367,3.6637,690.369,631.832
"29519","ESP",0,1,1,1,2,1,1650,6.3764,4.4814,745.09,640.64
"29520","ESP",0,3,1,1,3,1,2000,5.5479,4.4814,453.096,436.961
"29521","ESP",1,1,1,1,2,0,1860,6.521,2.2621,531.834,661.744
"29522","ESP",0,1,1,1,3,1,1650,6.3257,4.4814,578.243,480.509
"29523","ESP",1,1,1,1,3,1,2310,7.3116,2.3777,556.616,578.152
"29524","ESP",0,3,1,1,4,1,2250,4.9907,2.7892,396.098,428.458
"29525","ESP",1,2,1,1,3,1,3000,6.2515,4.4814,563.98,501.306
"29526","ESP",0,2,1,1,3,1,1815,6.1757,3.6637,543.088,507.135
"29527","ESP",1,3,1,1,3,1,2400,6.9848,3.6637,488.246,478.973
"29528","ESP",1,1,1,0,3,1,1650,6.6424,4.4814,488.006,495.269
"29529","ESP",0,3,1,1,3,1,1650,6.4647,2.7892,555.823,641.909
"29530","ESP",1,1,0,1,1,0,900,5.0424,3.809,435.33,386.285
"29531","ESP",1,3,1,1,2,1,1350,5.2104,4.4814,577.558,481.246
"29532","ESP",1,3,1,0,3,1,1500,4.3461,4.4814,471.912,500.66
"29533","ESP",1,1,1,1,1,0,1650,6.2448,2.1521,558.691,539.195
"29534","ESP",0,1,1,1,3,1,1650,6.2035,2.1521,605.676,520.484
"29535","ESP",1,1,1,1,3,1,1650,7.1336,4.4814,521.332,486.153
"29536","ESP",1,1,1,1,3,1,1350,6.8509,2.7892,612.913,512.194
"29537","ESP",1,1,1,1,3,1,1650,7.7374,4.4814,584.91,617.61
"29538","ESP",1,1,1,1,2,1,1650,6.3333,4.4814,486.477,597.81
"29539","ESP",0,3,1,0,3,1,1650,4.877,2.7892,665.087,589.959
"29540","ESP",0,3,1,1,2,1,605,6.438,1.8668,485.382,508.268
"29541","ESP",0,1,1,1,3,1,1200,6.4819,2.7892,558.406,540.753
